sequenceID,decisionClass,publicationBucket,exportState,supported,referenceContext,publication,topHit,competitorCount,lcaSafeRank,barcodeGapStatus,barcodeGap,diagnosticKmerStatus,diagnosticKmerSupport,markerProfile,rationale,notSupported,boundaryText
ADV100-011-close_sibling_ambiguity,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-012-close_sibling_ambiguity,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-013-close_sibling_ambiguity,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-014-close_sibling_ambiguity,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-015-close_sibling_ambiguity,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-016-close_sibling_ambiguity,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-017-close_sibling_ambiguity,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-018-close_sibling_ambiguity,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-019-close_sibling_ambiguity,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-020-close_sibling_ambiguity,genus-safe,publishable_candidate,dwc_template_ready,Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence.,COI Animals / BOLD public clustered reference,Publishable candidate for review; dataset-level GBIF metadata is still incomplete.,Aedes albopictus,2,genus,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Genus-level molecular evidence for Aedes; species-level naming is blocked for this sequence. Publishable candidate for review; dataset-level GBIF metadata is still incomplete. Evidence path: top hit Aedes albopictus at identity=99.4, coverage=96.0; 2 indistinguishable taxon candidate(s) collapse to genus Aedes; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-021-weak_coverage_short_fragment,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-022-weak_coverage_short_fragment,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
ADV100-023-weak_coverage_short_fragment,weak,repair_required,review_only,"Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim.",COI Animals / BOLD public clustered reference,Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows.,Aedes albopictus,1,species,pass,0.009,pass,3,coi_full_barcode,"Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True.","absolute species truth outside the stated reference context; natural presence, absence, abundance or distribution without occurrence evidence; phenotype, pathogenicity, ecological role or invasiveness; replacement for GBIF Sequence ID, curated reference databases or expert review","Review-only molecular hint; identity, coverage or marker profile is too weak for a safe taxonomic claim. Not GBIF-ready; repair blockers before publishing Darwin Core or DNA-derived rows. Evidence path: top hit Aedes albopictus at identity=99.5, coverage=72.0; 1 indistinguishable taxon candidate(s) collapse to species Aedes albopictus; barcode gap=pass (0.009); diagnostic k-mer=pass support=3, p_false_positive=1.7e-06; marker profile=coi_full_barcode; gates core=True, dna=True, assay=True."
