objectType,objectID,graphType,provenanceHashPresent,rulesetVersionPresent,missingFields,status
node,hit:ADV100-062-wrong_taxonomy_name_conflict:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-063-wrong_taxonomy_name_conflict,sequence,True,True,,pass
node,assignment:ADV100-063-wrong_taxonomy_name_conflict,assignment,True,True,,pass
node,claim_boundary:ADV100-063-wrong_taxonomy_name_conflict,claim_boundary,True,True,,pass
node,hit:ADV100-063-wrong_taxonomy_name_conflict:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-063-wrong_taxonomy_name_conflict:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-064-wrong_taxonomy_name_conflict,sequence,True,True,,pass
node,assignment:ADV100-064-wrong_taxonomy_name_conflict,assignment,True,True,,pass
node,claim_boundary:ADV100-064-wrong_taxonomy_name_conflict,claim_boundary,True,True,,pass
node,hit:ADV100-064-wrong_taxonomy_name_conflict:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-064-wrong_taxonomy_name_conflict:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-065-wrong_taxonomy_name_conflict,sequence,True,True,,pass
node,assignment:ADV100-065-wrong_taxonomy_name_conflict,assignment,True,True,,pass
node,claim_boundary:ADV100-065-wrong_taxonomy_name_conflict,claim_boundary,True,True,,pass
node,hit:ADV100-065-wrong_taxonomy_name_conflict:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-065-wrong_taxonomy_name_conflict:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-066-wrong_taxonomy_name_conflict,sequence,True,True,,pass
node,assignment:ADV100-066-wrong_taxonomy_name_conflict,assignment,True,True,,pass
node,claim_boundary:ADV100-066-wrong_taxonomy_name_conflict,claim_boundary,True,True,,pass
node,hit:ADV100-066-wrong_taxonomy_name_conflict:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-066-wrong_taxonomy_name_conflict:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-067-wrong_taxonomy_name_conflict,sequence,True,True,,pass
node,assignment:ADV100-067-wrong_taxonomy_name_conflict,assignment,True,True,,pass
node,claim_boundary:ADV100-067-wrong_taxonomy_name_conflict,claim_boundary,True,True,,pass
node,hit:ADV100-067-wrong_taxonomy_name_conflict:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-067-wrong_taxonomy_name_conflict:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-068-wrong_taxonomy_name_conflict,sequence,True,True,,pass
node,assignment:ADV100-068-wrong_taxonomy_name_conflict,assignment,True,True,,pass
node,claim_boundary:ADV100-068-wrong_taxonomy_name_conflict,claim_boundary,True,True,,pass
node,hit:ADV100-068-wrong_taxonomy_name_conflict:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-068-wrong_taxonomy_name_conflict:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-069-wrong_taxonomy_name_conflict,sequence,True,True,,pass
node,assignment:ADV100-069-wrong_taxonomy_name_conflict,assignment,True,True,,pass
node,claim_boundary:ADV100-069-wrong_taxonomy_name_conflict,claim_boundary,True,True,,pass
node,hit:ADV100-069-wrong_taxonomy_name_conflict:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-069-wrong_taxonomy_name_conflict:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-070-wrong_taxonomy_name_conflict,sequence,True,True,,pass
node,assignment:ADV100-070-wrong_taxonomy_name_conflict,assignment,True,True,,pass
node,claim_boundary:ADV100-070-wrong_taxonomy_name_conflict,claim_boundary,True,True,,pass
node,hit:ADV100-070-wrong_taxonomy_name_conflict:BOLD:Aedes_albopictus,hit,True,True,,pass
node,hit:ADV100-070-wrong_taxonomy_name_conflict:BOLD:Aedes_aegypti,hit,True,True,,pass
node,sequence:ADV100-071-genome_segment_non_barcode_marker,sequence,True,True,,pass
node,assignment:ADV100-071-genome_segment_non_barcode_marker,assignment,True,True,,pass
node,claim_boundary:ADV100-071-genome_segment_non_barcode_marker,claim_boundary,True,True,,pass
node,blocker:a7ebb51e01a7,blocker,True,True,,pass
node,hit:ADV100-071-genome_segment_non_barcode_marker:BOLD:Aedes_albopictus,hit,True,True,,pass
