sequenceID,blocker.kind,severity,field,blocker,action,unlockable,taxonomicStatus,publicationBucket,exportState
ADV100-022-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-022-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: query coverage < 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-023-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-023-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: query coverage < 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-024-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-024-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: query coverage < 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-025-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-025-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: query coverage < 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-026-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-026-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: query coverage < 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-027-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-027-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: query coverage < 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-028-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-028-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: query coverage < 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-029-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-029-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: query coverage < 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-030-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: top hit does not pass coi_full_barcode exact gate identity >= 99% and query coverage >= 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-030-weak_coverage_short_fragment,taxonomic,hard,query_coverage,species claim blocked: query coverage < 80%,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,weak,repair_required,review_only
ADV100-031-no_match_novel_lineage,reference_or_molecular_qc,review,,no reference hit returned,Run the sequence against a marker-appropriate reference database and attach hit metrics.,requires_new_molecular_or_reference_evidence,no-match,repair_required,review_only
ADV100-032-no_match_novel_lineage,reference_or_molecular_qc,review,,no reference hit returned,Run the sequence against a marker-appropriate reference database and attach hit metrics.,requires_new_molecular_or_reference_evidence,no-match,repair_required,review_only
ADV100-033-no_match_novel_lineage,reference_or_molecular_qc,review,,no reference hit returned,Run the sequence against a marker-appropriate reference database and attach hit metrics.,requires_new_molecular_or_reference_evidence,no-match,repair_required,review_only
ADV100-034-no_match_novel_lineage,reference_or_molecular_qc,review,,no reference hit returned,Run the sequence against a marker-appropriate reference database and attach hit metrics.,requires_new_molecular_or_reference_evidence,no-match,repair_required,review_only
ADV100-035-no_match_novel_lineage,reference_or_molecular_qc,review,,no reference hit returned,Run the sequence against a marker-appropriate reference database and attach hit metrics.,requires_new_molecular_or_reference_evidence,no-match,repair_required,review_only
ADV100-036-no_match_novel_lineage,reference_or_molecular_qc,review,,no reference hit returned,Run the sequence against a marker-appropriate reference database and attach hit metrics.,requires_new_molecular_or_reference_evidence,no-match,repair_required,review_only
ADV100-037-no_match_novel_lineage,reference_or_molecular_qc,review,,no reference hit returned,Run the sequence against a marker-appropriate reference database and attach hit metrics.,requires_new_molecular_or_reference_evidence,no-match,repair_required,review_only
ADV100-038-no_match_novel_lineage,reference_or_molecular_qc,review,,no reference hit returned,Run the sequence against a marker-appropriate reference database and attach hit metrics.,requires_new_molecular_or_reference_evidence,no-match,repair_required,review_only
ADV100-039-no_match_novel_lineage,reference_or_molecular_qc,review,,no reference hit returned,Run the sequence against a marker-appropriate reference database and attach hit metrics.,requires_new_molecular_or_reference_evidence,no-match,repair_required,review_only
ADV100-040-no_match_novel_lineage,reference_or_molecular_qc,review,,no reference hit returned,Run the sequence against a marker-appropriate reference database and attach hit metrics.,requires_new_molecular_or_reference_evidence,no-match,repair_required,review_only
ADV100-041-metadata_blocked_taxonomy_safe,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-041-metadata_blocked_taxonomy_safe,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-042-metadata_blocked_taxonomy_safe,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-042-metadata_blocked_taxonomy_safe,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-043-metadata_blocked_taxonomy_safe,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-043-metadata_blocked_taxonomy_safe,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-044-metadata_blocked_taxonomy_safe,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-044-metadata_blocked_taxonomy_safe,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-045-metadata_blocked_taxonomy_safe,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-045-metadata_blocked_taxonomy_safe,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-046-metadata_blocked_taxonomy_safe,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-046-metadata_blocked_taxonomy_safe,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-047-metadata_blocked_taxonomy_safe,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-047-metadata_blocked_taxonomy_safe,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-048-metadata_blocked_taxonomy_safe,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-048-metadata_blocked_taxonomy_safe,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-049-metadata_blocked_taxonomy_safe,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-049-metadata_blocked_taxonomy_safe,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-050-metadata_blocked_taxonomy_safe,occurrence_core,hard,occurrenceID,publication blocked: missing required Occurrence core field occurrenceID,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-050-metadata_blocked_taxonomy_safe,occurrence_core,hard,eventDate,publication blocked: missing required Occurrence core field eventDate,Complete required Darwin Core Occurrence core fields before GBIF publication.,yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-051-assay_control_failure,assay,hard,,"assay gate blocked publication: missing occurrenceStatus, contaminationAssessment for qpcr_ddpcr","Add assay evidence fields: controls, primers, replicate/QC or qPCR/ddPCR quantification metadata as applicable.",yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-052-assay_control_failure,assay,hard,,"assay gate blocked publication: missing occurrenceStatus, contaminationAssessment for qpcr_ddpcr","Add assay evidence fields: controls, primers, replicate/QC or qPCR/ddPCR quantification metadata as applicable.",yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-053-assay_control_failure,assay,hard,,"assay gate blocked publication: missing occurrenceStatus, contaminationAssessment for qpcr_ddpcr","Add assay evidence fields: controls, primers, replicate/QC or qPCR/ddPCR quantification metadata as applicable.",yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-054-assay_control_failure,assay,hard,,"assay gate blocked publication: missing occurrenceStatus, contaminationAssessment for qpcr_ddpcr","Add assay evidence fields: controls, primers, replicate/QC or qPCR/ddPCR quantification metadata as applicable.",yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-055-assay_control_failure,assay,hard,,"assay gate blocked publication: missing occurrenceStatus, contaminationAssessment for qpcr_ddpcr","Add assay evidence fields: controls, primers, replicate/QC or qPCR/ddPCR quantification metadata as applicable.",yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-056-assay_control_failure,assay,hard,,"assay gate blocked publication: missing occurrenceStatus, contaminationAssessment for qpcr_ddpcr","Add assay evidence fields: controls, primers, replicate/QC or qPCR/ddPCR quantification metadata as applicable.",yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-057-assay_control_failure,assay,hard,,"assay gate blocked publication: missing occurrenceStatus, contaminationAssessment for qpcr_ddpcr","Add assay evidence fields: controls, primers, replicate/QC or qPCR/ddPCR quantification metadata as applicable.",yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-058-assay_control_failure,assay,hard,,"assay gate blocked publication: missing occurrenceStatus, contaminationAssessment for qpcr_ddpcr","Add assay evidence fields: controls, primers, replicate/QC or qPCR/ddPCR quantification metadata as applicable.",yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-059-assay_control_failure,assay,hard,,"assay gate blocked publication: missing occurrenceStatus, contaminationAssessment for qpcr_ddpcr","Add assay evidence fields: controls, primers, replicate/QC or qPCR/ddPCR quantification metadata as applicable.",yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-060-assay_control_failure,assay,hard,,"assay gate blocked publication: missing occurrenceStatus, contaminationAssessment for qpcr_ddpcr","Add assay evidence fields: controls, primers, replicate/QC or qPCR/ddPCR quantification metadata as applicable.",yes_after_repair,species-safe,repair_required,evidence_publishable_repair_required
ADV100-061-wrong_taxonomy_name_conflict,taxonomic,hard,,publication blocked: supplied scientificName conflicts with top molecular hit (Aedes aegypti vs Aedes albopictus),Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,species-safe,repair_required,evidence_publishable_repair_required
ADV100-062-wrong_taxonomy_name_conflict,taxonomic,hard,,publication blocked: supplied scientificName conflicts with top molecular hit (Aedes aegypti vs Aedes albopictus),Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,species-safe,repair_required,evidence_publishable_repair_required
ADV100-063-wrong_taxonomy_name_conflict,taxonomic,hard,,publication blocked: supplied scientificName conflicts with top molecular hit (Aedes aegypti vs Aedes albopictus),Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,species-safe,repair_required,evidence_publishable_repair_required
ADV100-064-wrong_taxonomy_name_conflict,taxonomic,hard,,publication blocked: supplied scientificName conflicts with top molecular hit (Aedes aegypti vs Aedes albopictus),Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,species-safe,repair_required,evidence_publishable_repair_required
ADV100-065-wrong_taxonomy_name_conflict,taxonomic,hard,,publication blocked: supplied scientificName conflicts with top molecular hit (Aedes aegypti vs Aedes albopictus),Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,species-safe,repair_required,evidence_publishable_repair_required
ADV100-066-wrong_taxonomy_name_conflict,taxonomic,hard,,publication blocked: supplied scientificName conflicts with top molecular hit (Aedes aegypti vs Aedes albopictus),Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,species-safe,repair_required,evidence_publishable_repair_required
ADV100-067-wrong_taxonomy_name_conflict,taxonomic,hard,,publication blocked: supplied scientificName conflicts with top molecular hit (Aedes aegypti vs Aedes albopictus),Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,species-safe,repair_required,evidence_publishable_repair_required
ADV100-068-wrong_taxonomy_name_conflict,taxonomic,hard,,publication blocked: supplied scientificName conflicts with top molecular hit (Aedes aegypti vs Aedes albopictus),Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,species-safe,repair_required,evidence_publishable_repair_required
ADV100-069-wrong_taxonomy_name_conflict,taxonomic,hard,,publication blocked: supplied scientificName conflicts with top molecular hit (Aedes aegypti vs Aedes albopictus),Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,species-safe,repair_required,evidence_publishable_repair_required
ADV100-070-wrong_taxonomy_name_conflict,taxonomic,hard,,publication blocked: supplied scientificName conflicts with top molecular hit (Aedes aegypti vs Aedes albopictus),Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,species-safe,repair_required,evidence_publishable_repair_required
ADV100-071-genome_segment_non_barcode_marker,taxonomic,hard,marker_profile,"marker profile blocked species claim: custom_research is configured for safe-rank review, not automatic species export","Use a marker-specific validation profile, longer target region or safe-rank downgrade before species export.",requires_new_molecular_or_reference_evidence,genus-safe,publishable_candidate,dwc_template_ready
ADV100-072-genome_segment_non_barcode_marker,taxonomic,hard,marker_profile,"marker profile blocked species claim: custom_research is configured for safe-rank review, not automatic species export","Use a marker-specific validation profile, longer target region or safe-rank downgrade before species export.",requires_new_molecular_or_reference_evidence,genus-safe,publishable_candidate,dwc_template_ready
ADV100-073-genome_segment_non_barcode_marker,taxonomic,hard,marker_profile,"marker profile blocked species claim: custom_research is configured for safe-rank review, not automatic species export","Use a marker-specific validation profile, longer target region or safe-rank downgrade before species export.",requires_new_molecular_or_reference_evidence,genus-safe,publishable_candidate,dwc_template_ready
ADV100-074-genome_segment_non_barcode_marker,taxonomic,hard,marker_profile,"marker profile blocked species claim: custom_research is configured for safe-rank review, not automatic species export","Use a marker-specific validation profile, longer target region or safe-rank downgrade before species export.",requires_new_molecular_or_reference_evidence,genus-safe,publishable_candidate,dwc_template_ready
ADV100-075-genome_segment_non_barcode_marker,taxonomic,hard,marker_profile,"marker profile blocked species claim: custom_research is configured for safe-rank review, not automatic species export","Use a marker-specific validation profile, longer target region or safe-rank downgrade before species export.",requires_new_molecular_or_reference_evidence,genus-safe,publishable_candidate,dwc_template_ready
ADV100-076-genome_segment_non_barcode_marker,taxonomic,hard,marker_profile,"marker profile blocked species claim: custom_research is configured for safe-rank review, not automatic species export","Use a marker-specific validation profile, longer target region or safe-rank downgrade before species export.",requires_new_molecular_or_reference_evidence,genus-safe,publishable_candidate,dwc_template_ready
ADV100-077-genome_segment_non_barcode_marker,taxonomic,hard,marker_profile,"marker profile blocked species claim: custom_research is configured for safe-rank review, not automatic species export","Use a marker-specific validation profile, longer target region or safe-rank downgrade before species export.",requires_new_molecular_or_reference_evidence,genus-safe,publishable_candidate,dwc_template_ready
ADV100-078-genome_segment_non_barcode_marker,taxonomic,hard,marker_profile,"marker profile blocked species claim: custom_research is configured for safe-rank review, not automatic species export","Use a marker-specific validation profile, longer target region or safe-rank downgrade before species export.",requires_new_molecular_or_reference_evidence,genus-safe,publishable_candidate,dwc_template_ready
ADV100-079-genome_segment_non_barcode_marker,taxonomic,hard,marker_profile,"marker profile blocked species claim: custom_research is configured for safe-rank review, not automatic species export","Use a marker-specific validation profile, longer target region or safe-rank downgrade before species export.",requires_new_molecular_or_reference_evidence,genus-safe,publishable_candidate,dwc_template_ready
ADV100-080-genome_segment_non_barcode_marker,taxonomic,hard,marker_profile,"marker profile blocked species claim: custom_research is configured for safe-rank review, not automatic species export","Use a marker-specific validation profile, longer target region or safe-rank downgrade before species export.",requires_new_molecular_or_reference_evidence,genus-safe,publishable_candidate,dwc_template_ready
ADV100-081-negative_barcode_gap,reference_or_molecular_qc,hard,barcode_gap,species claim blocked: barcode gap fail,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-082-negative_barcode_gap,reference_or_molecular_qc,hard,barcode_gap,species claim blocked: barcode gap fail,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-083-negative_barcode_gap,reference_or_molecular_qc,hard,barcode_gap,species claim blocked: barcode gap fail,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-084-negative_barcode_gap,reference_or_molecular_qc,hard,barcode_gap,species claim blocked: barcode gap fail,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-085-negative_barcode_gap,reference_or_molecular_qc,hard,barcode_gap,species claim blocked: barcode gap fail,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-086-negative_barcode_gap,reference_or_molecular_qc,hard,barcode_gap,species claim blocked: barcode gap fail,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-087-negative_barcode_gap,reference_or_molecular_qc,hard,barcode_gap,species claim blocked: barcode gap fail,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-088-negative_barcode_gap,reference_or_molecular_qc,hard,barcode_gap,species claim blocked: barcode gap fail,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-089-negative_barcode_gap,reference_or_molecular_qc,hard,barcode_gap,species claim blocked: barcode gap fail,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-090-negative_barcode_gap,reference_or_molecular_qc,hard,barcode_gap,species claim blocked: barcode gap fail,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-091-missing_diagnostic_kmer,reference_or_molecular_qc,hard,diagnostic_k-mer,species claim blocked: diagnostic k-mer support missing,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-092-missing_diagnostic_kmer,reference_or_molecular_qc,hard,diagnostic_k-mer,species claim blocked: diagnostic k-mer support missing,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-093-missing_diagnostic_kmer,reference_or_molecular_qc,hard,diagnostic_k-mer,species claim blocked: diagnostic k-mer support missing,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-094-missing_diagnostic_kmer,reference_or_molecular_qc,hard,diagnostic_k-mer,species claim blocked: diagnostic k-mer support missing,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
ADV100-095-missing_diagnostic_kmer,reference_or_molecular_qc,hard,diagnostic_k-mer,species claim blocked: diagnostic k-mer support missing,Review marker profile warning: input sequence is shorter than supplied aligned_length; length gates use the supplied alignment span,requires_new_molecular_or_reference_evidence,ambiguous,repair_required,review_only
